Education,Marital_Status,HasChildren,AgeGroup,Income,Recency,Complain,Days_Since_Enrolled,Years_Since_Enrolled,NumDealsPurchases,NumWebVisitsMonth,NumTotalPurchases,MntRegularProds,MntGoldProds,MntTotal,AcceptedCmpTotal,HasAcceptedCmp,Response
PhD,Single,1,46-60,33438.0,81,0,280,0,4,5,7,84,6,90,0,0,0
PhD,Partner,1,46-60,75032.0,74,0,427,1,2,3,18,1203,12,1215,0,0,0
PhD,Single,0,46-60,61284.0,76,0,260,0,1,6,21,766,45,811,1,1,0
Graduation,Partner,1,18-30,22518.0,36,0,615,1,2,5,5,34,27,61,1,1,1
Master,Partner,1,31-45,54730.0,64,0,318,0,5,4,13,349,56,405,0,0,0
Master,Partner,1,46-60,38452.0,62,0,91,0,3,7,6,70,2,72,0,0,0
Graduation,Single,1,31-45,44421.0,53,0,499,1,5,8,9,182,7,189,0,0,0
PhD,Partner,1,18-30,38197.0,86,0,365,1,1,5,4,37,3,40,0,0,0
Graduation,Single,1,31-45,41986.0,15,0,140,0,3,4,7,51,12,63,0,0,0
Graduation,Partner,1,31-45,28427.0,67,0,465,1,2,8,5,46,6,52,0,0,0
PhD,Partner,1,31-45,37395.0,47,0,58,0,1,6,4,28,11,39,0,0,0
Graduation,Partner,1,31-45,64722.0,47,0,34,0,4,6,21,790,15,805,0,0,0
Master,Partner,1,46-60,55249.0,81,0,73,0,1,3,7,119,11,130,0,0,0
Graduation,Partner,0,31-45,84906.0,98,0,268,0,1,2,23,1555,76,1631,3,1,0
Graduation,Partner,1,18-30,28691.0,56,0,360,0,1,8,4,30,4,34,0,0,0
Graduation,Single,1,61+,44213.0,48,0,212,0,4,6,8,145,7,152,0,0,0
Basic,Single,1,18-30,25707.0,18,0,162,0,1,7,4,18,3,21,0,0,0
PhD,Partner,1,46-60,59062.0,74,0,269,0,2,4,5,62,9,71,0,0,0
Graduation,Single,1,46-60,76624.0,68,0,36,0,1,1,22,833,66,899,1,1,0
Master,Partner,0,61+,66000.0,36,0,70,0,1,1,9,666,45,711,0,0,0
PhD,Partner,1,31-45,27683.0,90,0,694,1,4,8,12,306,45,351,0,0,0
Graduation,Single,0,31-45,1730.0,65,0,42,0,15,20,0,7,1,8,0,0,0
Basic,Single,1,18-30,7500.0,63,0,573,1,4,9,7,79,40,119,0,0,0
Graduation,Partner,1,46-60,40521.0,82,0,450,1,1,5,3,17,4,21,0,0,0
PhD,Partner,1,31-45,20427.0,63,0,97,0,1,8,3,9,1,10,0,0,0
Graduation,Partner,1,31-45,65106.0,55,0,36,0,3,6,24,954,19,973,1,1,0
PhD,Partner,0,46-60,69969.0,64,0,306,0,1,3,12,1492,44,1536,2,1,1
Graduation,Partner,1,61+,67433.0,51,0,348,0,4,4,24,962,30,992,1,1,0
PhD,Partner,1,46-60,77766.0,97,0,492,1,2,6,32,1502,27,1529,1,1,1
Graduation,Partner,1,31-45,74716.0,92,0,290,0,2,4,15,789,71,860,0,0,0
Graduation,Single,1,46-60,68118.0,51,0,254,0,2,6,21,774,154,928,0,0,0
PhD,Partner,1,31-45,55158.0,72,0,699,1,4,7,14,395,23,418,0,0,1
2n Cycle,Partner,1,46-60,62972.0,39,0,695,1,2,6,14,395,192,587,0,0,1
Graduation,Partner,1,31-45,74190.0,49,0,48,0,2,2,17,577,64,641,0,0,0
Graduation,Partner,1,31-45,39356.0,21,0,102,0,1,6,3,17,6,23,1,1,0
Graduation,Partner,0,31-45,76653.0,91,0,317,0,1,2,22,2153,126,2279,2,1,0
PhD,Single,1,31-45,35860.0,37,0,41,0,2,5,4,29,20,49,1,1,0
PhD,Single,0,31-45,90687.0,98,0,403,1,1,2,16,1728,51,1779,1,1,1
Master,Partner,0,31-45,73450.0,85,0,206,0,1,3,26,1767,37,1804,2,1,0
Graduation,Partner,1,46-60,31454.0,40,0,358,0,3,8,5,39,9,48,0,0,0
Graduation,Single,1,61+,47139.0,2,0,115,0,2,7,5,60,23,83,0,0,1
Graduation,Single,0,31-45,83829.0,78,0,264,0,0,1,17,1835,27,1862,3,1,1
PhD,Partner,1,46-60,53378.0,41,0,643,1,10,8,19,661,132,793,0,0,1
Graduation,Partner,1,31-45,19656.0,94,0,506,1,3,7,6,52,32,84,0,0,0
PhD,Partner,1,61+,45579.0,10,0,313,0,1,6,9,182,1,183,0,0,0
2n Cycle,Single,0,46-60,85485.0,73,0,8,0,1,2,18,1329,54,1383,0,0,0
Graduation,Partner,0,61+,55956.0,22,0,83,0,2,4,14,961,38,999,1,1,0
Master,Single,1,46-60,64191.0,30,0,523,1,3,3,21,810,15,825,0,0,0
Graduation,Single,1,31-45,38808.0,21,0,672,1,4,8,10,216,30,246,1,1,1
Master,Partner,1,46-60,57183.0,51,0,467,1,8,8,17,540,70,610,0,0,0
Master,Single,1,46-60,23748.0,97,0,585,1,3,8,6,68,8,76,0,0,0
Graduation,Partner,1,31-45,66303.0,56,0,488,1,4,8,18,1226,60,1286,1,1,0
Master,Partner,1,31-45,37368.0,4,0,195,0,1,6,3,20,10,30,1,1,0
Graduation,Partner,1,46-60,40800.0,77,1,544,1,2,7,6,89,10,99,0,0,0
Graduation,Single,0,31-45,71847.0,95,0,646,1,0,3,22,982,210,1192,1,1,0
Graduation,Partner,1,31-45,46149.0,36,0,212,0,5,5,13,335,27,362,0,0,0
Graduation,Partner,0,31-45,78687.0,13,0,689,1,1,2,18,1889,241,2130,1,1,1
2n Cycle,Single,0,31-45,49118.0,90,0,680,1,2,7,26,1110,119,1229,2,1,1
PhD,Partner,1,46-60,37633.0,49,0,647,1,2,9,4,37,1,38,0,0,0
Master,Partner,0,61+,39767.0,18,0,343,0,2,8,15,438,47,485,0,0,0
Basic,Partner,0,61+,26997.0,89,0,601,1,2,7,11,290,144,434,0,0,0
Graduation,Single,1,31-45,33986.0,43,0,472,1,1,7,4,39,5,44,0,0,0
PhD,Partner,1,31-45,57091.0,82,0,583,1,2,7,16,492,4,496,1,1,1
2n Cycle,Partner,1,31-45,46831.0,84,0,386,1,2,4,5,44,34,78,0,0,0
Master,Partner,0,31-45,83151.0,80,0,504,1,1,2,22,2136,210,2346,3,1,1
Graduation,Partner,0,31-45,52531.0,68,0,546,1,2,6,19,669,125,794,0,0,0
Graduation,Partner,0,46-60,15759.0,12,0,297,0,1,7,3,14,3,17,0,0,0
Graduation,Single,1,31-45,22804.0,75,0,333,0,1,9,4,25,1,26,0,0,0
2n Cycle,Partner,1,31-45,43050.0,10,0,103,0,2,5,6,68,8,76,0,0,0
PhD,Single,1,31-45,42997.0,91,0,204,0,1,7,3,10,5,15,0,0,0
PhD,Single,1,46-60,48918.0,21,0,78,0,2,4,5,61,1,62,0,0,0
Master,Partner,1,46-60,60033.0,28,0,92,0,2,2,8,150,48,198,0,0,0
PhD,Partner,1,31-45,34043.0,97,0,247,0,1,9,4,39,10,49,0,0,0
Graduation,Partner,1,46-60,57811.0,49,0,370,1,5,5,20,724,78,802,1,1,0
Graduation,Partner,0,61+,78569.0,14,0,130,0,1,1,14,1641,95,1736,1,1,1
Graduation,Single,1,31-45,7500.0,5,0,549,1,4,6,6,32,25,57,0,0,0
Master,Partner,1,31-45,157733.0,37,0,390,1,0,1,2,51,8,59,0,0,0
Graduation,Partner,0,61+,94384.0,62,0,482,1,0,2,18,2130,172,2302,3,1,1
2n Cycle,Partner,0,18-30,23148.0,83,0,131,0,1,7,5,27,10,37,0,0,0
Graduation,Single,1,31-45,44267.0,48,0,489,1,5,9,11,261,49,310,0,0,0
Graduation,Partner,0,31-45,71626.0,94,0,605,1,1,3,18,1233,72,1305,1,1,0
Graduation,Partner,1,46-60,60894.0,61,0,366,1,5,7,21,778,54,832,0,0,0
Graduation,Partner,1,31-45,50200.0,70,0,452,1,6,8,13,337,64,401,0,0,0
PhD,Partner,0,46-60,81051.0,43,0,37,0,1,2,22,1487,14,1501,2,1,0
Graduation,Partner,0,31-45,65169.0,23,0,166,0,1,6,27,1143,46,1189,4,1,1
Graduation,Partner,1,31-45,59868.0,37,0,342,0,7,6,25,1040,154,1194,0,0,0
PhD,Partner,1,46-60,65695.0,50,0,149,0,2,4,19,650,6,656,0,0,0
Master,Single,0,46-60,64857.0,78,0,583,1,1,4,22,1497,43,1540,0,0,0
Master,Partner,1,46-60,45143.0,74,0,307,0,3,7,12,297,14,311,0,0,0
2n Cycle,Partner,1,46-60,74805.0,14,0,235,0,5,2,21,783,37,820,0,0,0
2n Cycle,Partner,1,18-30,59060.0,77,0,169,0,3,4,11,262,12,274,0,0,0
PhD,Single,1,46-60,27238.0,39,0,435,1,3,9,6,54,3,57,0,0,0
Graduation,Partner,1,46-60,47009.0,89,0,271,0,4,4,13,358,90,448,0,0,0
2n Cycle,Partner,1,31-45,46094.0,62,0,19,0,1,7,4,39,5,44,0,0,0
Graduation,Partner,1,31-45,40321.0,59,0,335,0,2,7,6,75,27,102,0,0,0
Graduation,Partner,1,18-30,37235.0,68,0,148,0,1,4,4,41,20,61,0,0,0
Master,Partner,0,46-60,81843.0,13,0,433,1,1,3,26,1505,138,1643,0,0,0
Master,Partner,1,46-60,46692.0,37,0,388,1,3,6,12,309,88,397,0,0,0
Graduation,Partner,1,46-60,77382.0,36,0,173,0,2,1,24,987,134,1121,1,1,0
Graduation,Single,1,31-45,37774.0,28,1,664,1,4,9,12,297,176,473,1,1,1
Basic,Partner,1,31-45,18393.0,2,0,92,0,2,8,6,46,4,50,0,0,0
Master,Partner,1,46-60,72828.0,17,0,500,1,6,7,22,1473,205,1678,0,0,0
Graduation,Partner,0,31-45,24711.0,86,0,72,0,1,7,6,51,7,58,0,0,0
PhD,Partner,1,31-45,45503.0,54,0,277,0,1,5,8,152,18,170,0,0,0
Master,Single,0,31-45,6560.0,2,0,199,0,0,17,2,111,262,373,0,0,0
PhD,Partner,0,61+,71604.0,3,0,224,0,1,4,16,1099,97,1196,1,1,1
Graduation,Partner,1,31-45,27244.0,84,0,114,0,2,7,6,55,46,101,0,0,0
Graduation,Partner,1,31-45,48752.0,8,0,564,1,5,9,12,316,0,316,0,0,1
Graduation,Partner,1,46-60,71434.0,4,0,284,0,3,4,18,1232,168,1400,2,1,0
Graduation,Single,0,61+,90842.0,57,0,335,0,1,1,26,1331,93,1424,0,0,0
Master,Partner,1,31-45,88097.0,24,0,680,1,1,9,19,769,75,844,3,1,1
Graduation,Partner,1,31-45,51948.0,51,0,285,0,2,5,11,270,41,311,0,0,0
Graduation,Partner,0,31-45,71853.0,29,0,417,1,1,1,16,1117,32,1149,0,0,0
Master,Partner,0,31-45,35876.0,13,0,70,0,1,6,7,115,14,129,0,0,0
Graduation,Single,1,61+,40049.0,23,0,256,0,1,6,4,29,3,32,0,0,0
Graduation,Single,1,31-45,39660.0,36,0,690,1,3,9,11,263,36,299,0,0,1
Graduation,Partner,1,46-60,50127.0,88,0,31,0,1,6,12,305,15,320,1,1,0
Master,Partner,1,31-45,43263.0,2,0,585,1,3,5,13,339,102,441,0,0,0
Master,Partner,1,61+,62845.0,3,0,636,1,11,8,17,1144,34,1178,1,1,1
Graduation,Partner,0,18-30,18929.0,15,0,498,1,1,6,5,67,18,85,0,0,0
Basic,Single,1,31-45,24367.0,58,0,466,1,1,9,3,19,5,24,0,0,0
Graduation,Single,1,31-45,33249.0,11,0,494,1,2,6,6,70,42,112,0,0,0
2n Cycle,Partner,1,46-60,26887.0,27,0,504,1,1,6,4,24,6,30,0,0,0
PhD,Partner,0,31-45,50150.0,32,0,374,1,2,5,14,399,11,410,0,0,0
Graduation,Partner,1,31-45,62061.0,12,0,302,0,3,6,21,762,38,800,1,1,0
PhD,Single,0,46-60,85696.0,88,0,422,1,1,1,19,1301,12,1313,0,0,1
PhD,Partner,0,46-60,76542.0,91,0,456,1,1,2,22,1469,14,1483,0,0,0
Graduation,Single,0,18-30,70515.0,12,0,251,0,1,2,16,1118,140,1258,0,0,1
Graduation,Partner,1,18-30,18227.0,21,0,598,1,1,8,3,17,11,28,0,0,0
Graduation,Partner,1,46-60,69139.0,23,0,153,0,1,4,10,221,6,227,0,0,0
Graduation,Partner,0,31-45,69109.0,10,0,597,1,1,4,19,1460,95,1555,1,1,1
Graduation,Single,1,46-60,69627.0,35,0,469,1,2,5,21,808,53,861,0,0,0
Graduation,Partner,1,31-45,38136.0,69,0,433,1,2,8,6,70,33,103,1,1,0
PhD,Single,0,61+,62159.0,68,0,62,0,1,4,18,605,29,634,0,0,0
Graduation,Single,0,46-60,80695.0,85,0,182,0,1,2,18,1900,18,1918,0,0,0
Master,Single,1,31-45,33316.0,34,0,268,0,3,6,7,119,12,131,0,0,0
Graduation,Partner,1,46-60,58554.0,55,0,641,1,6,7,16,498,88,586,0,0,0
Basic,Partner,1,18-30,17256.0,10,0,218,0,2,8,5,40,22,62,1,1,0
Graduation,Single,1,31-45,53034.0,30,0,395,1,8,8,14,397,50,447,0,0,0
2n Cycle,Partner,0,61+,52203.0,36,0,698,1,1,6,26,911,28,939,0,0,0
2n Cycle,Single,1,31-45,59601.0,14,0,339,0,4,8,11,774,23,797,1,1,0
Master,Single,1,46-60,75154.0,79,0,663,1,1,3,15,1061,82,1143,0,0,1
Graduation,Single,1,31-45,47025.0,52,0,234,0,3,6,14,389,26,415,0,0,0
Graduation,Partner,1,31-45,37971.0,97,0,216,0,1,8,4,23,7,30,0,0,0
Master,Single,1,46-60,41335.0,24,0,185,0,3,7,9,182,5,187,0,0,0
Graduation,Partner,1,46-60,67267.0,0,0,47,0,1,2,10,221,30,251,0,0,0
Graduation,Single,1,31-45,57338.0,96,0,61,0,2,5,10,220,17,237,0,0,0
2n Cycle,Partner,1,46-60,50523.0,89,0,186,0,2,6,6,90,1,91,0,0,0
Master,Single,1,46-60,35791.0,94,0,419,1,2,8,4,32,3,35,0,0,0
PhD,Single,1,46-60,50611.0,98,0,633,1,6,6,16,489,4,493,1,1,0
PhD,Partner,1,31-45,56242.0,72,0,483,1,5,6,23,883,88,971,0,0,0
Graduation,Single,1,46-60,48904.0,1,0,574,1,4,8,13,344,27,371,0,0,0
Graduation,Single,1,31-45,56243.0,26,0,181,0,6,5,14,389,7,396,0,0,0
Graduation,Partner,1,18-30,21355.0,5,0,313,0,2,6,5,37,31,68,1,1,1
Master,Partner,1,31-45,57420.0,22,0,369,1,3,7,12,298,24,322,1,1,0
Master,Single,1,46-60,46390.0,56,0,55,0,1,7,9,184,38,222,0,0,0
2n Cycle,Partner,1,46-60,54342.0,74,0,361,0,4,6,8,149,28,177,0,0,0
Graduation,Partner,1,31-45,20895.0,24,0,631,1,1,9,5,41,4,45,0,0,0
Graduation,Partner,0,61+,92344.0,9,0,165,0,0,1,20,1780,119,1899,2,1,0
2n Cycle,Partner,1,31-45,26907.0,10,0,313,0,2,7,4,20,2,22,0,0,0
Graduation,Partner,1,31-45,44964.0,35,0,560,1,1,8,4,39,2,41,0,0,0
Graduation,Partner,0,31-45,75507.0,56,0,58,0,1,3,20,1360,80,1440,0,0,0
Master,Partner,1,31-45,53761.0,7,0,261,0,6,5,11,254,71,325,0,0,0
Graduation,Partner,1,31-45,22682.0,51,0,269,0,3,4,7,59,36,95,0,0,0
PhD,Partner,1,31-45,38887.0,17,0,119,0,1,7,4,39,3,42,0,0,0
2n Cycle,Single,1,31-45,41658.0,30,0,597,1,2,4,4,43,29,72,0,0,0
PhD,Partner,1,31-45,29791.0,21,0,45,0,2,5,5,20,0,20,0,0,0
Master,Partner,1,46-60,63915.0,2,0,334,0,2,5,21,774,15,789,0,0,0
Graduation,Single,1,31-45,39996.0,85,0,38,0,1,6,3,14,1,15,0,0,0
Graduation,Single,1,31-45,26759.0,65,0,142,0,2,6,6,57,2,59,0,0,0
Master,Single,1,46-60,63841.0,64,0,434,1,1,6,21,777,131,908,0,0,0
PhD,Partner,1,31-45,51039.0,11,0,566,1,2,7,12,308,109,417,0,0,0
Graduation,Partner,1,46-60,60544.0,92,0,673,1,4,6,11,254,35,289,0,0,0
Graduation,Partner,1,31-45,65685.0,54,0,92,0,1,5,20,712,57,769,0,0,0
Graduation,Partner,1,61+,37716.0,4,0,69,0,2,7,8,147,41,188,0,0,0
Graduation,Single,1,46-60,36864.0,53,0,685,1,3,8,11,265,89,354,0,0,1
Master,Partner,1,31-45,44511.0,39,0,625,1,6,8,20,713,14,727,0,0,0
PhD,Partner,1,46-60,36947.0,49,0,691,1,4,9,7,117,29,146,0,0,0
Master,Partner,1,61+,47352.0,70,0,444,1,4,7,12,304,15,319,0,0,0
Master,Partner,1,61+,67087.0,40,0,194,0,2,4,20,751,43,794,0,0,0
Graduation,Partner,1,61+,57045.0,40,0,659,1,3,3,15,437,17,454,0,0,0
PhD,Single,1,61+,36957.0,43,0,661,1,4,9,7,121,31,152,0,0,1
PhD,Partner,1,31-45,69389.0,17,0,639,1,1,4,21,782,15,797,0,0,0
Graduation,Partner,1,31-45,80134.0,40,0,405,1,2,6,14,1610,80,1690,3,1,1
Master,Partner,1,31-45,43142.0,84,0,131,0,1,7,3,16,4,20,0,0,0
Graduation,Partner,0,61+,80589.0,25,0,158,0,1,1,20,1402,26,1428,1,1,1
Graduation,Single,1,18-30,34412.0,62,0,501,1,3,9,8,154,55,209,0,0,0
Graduation,Single,1,31-45,57537.0,83,0,384,1,4,4,15,445,100,545,0,0,0
Basic,Partner,0,46-60,22634.0,47,0,529,1,1,8,5,50,46,96,0,0,0
Graduation,Partner,0,61+,51315.0,45,0,126,0,1,2,9,181,41,222,0,0,0
Graduation,Partner,1,31-45,36026.0,34,0,105,0,2,6,5,44,17,61,0,0,0
Graduation,Partner,1,31-45,24639.0,3,0,152,0,3,6,6,43,1,44,0,0,0
PhD,Partner,1,31-45,34578.0,1,0,79,0,1,6,3,8,0,8,0,0,0
2n Cycle,Single,0,31-45,65704.0,18,0,259,0,1,1,22,571,246,817,0,0,0
Graduation,Single,1,46-60,63810.0,45,0,595,1,4,8,19,1270,101,1371,1,1,0
PhD,Partner,1,31-45,54132.0,81,0,133,0,1,7,4,39,3,42,0,0,0
Graduation,Partner,0,46-60,18690.0,77,0,548,1,1,8,4,41,19,60,0,0,0
Graduation,Partner,1,31-45,28164.0,23,0,421,1,3,7,6,66,12,78,0,0,0
PhD,Partner,1,31-45,34596.0,48,0,442,1,1,8,3,16,7,23,0,0,0
PhD,Partner,1,31-45,43269.0,61,0,286,0,1,8,3,18,1,19,0,0,0
2n Cycle,Single,1,46-60,38741.0,60,0,91,0,2,7,5,48,13,61,0,0,0
Graduation,Single,0,31-45,31907.0,75,0,482,1,1,7,13,375,74,449,0,0,0
Master,Partner,1,31-45,27100.0,64,0,450,1,1,7,4,27,10,37,0,0,0
2n Cycle,Single,1,31-45,31163.0,54,0,136,0,1,6,4,28,10,38,0,0,0
Graduation,Partner,0,18-30,92533.0,84,0,192,0,1,2,22,1089,42,1131,2,1,0
Graduation,Single,1,31-45,34853.0,75,0,188,0,2,6,5,32,2,34,0,0,0
Graduation,Single,1,46-60,70844.0,16,0,242,0,5,7,12,292,2,294,0,0,0
2n Cycle,Partner,1,31-45,31086.0,79,0,421,1,2,8,4,32,16,48,1,1,0
Graduation,Partner,1,46-60,60544.0,92,0,673,1,4,6,11,254,35,289,0,0,0
2n Cycle,Partner,0,18-30,20491.0,16,0,520,1,1,7,3,20,10,30,0,0,0
Graduation,Partner,0,46-60,42523.0,96,0,67,0,1,2,6,90,35,125,0,0,0
Graduation,Partner,1,31-45,39922.0,30,0,500,1,2,8,7,120,36,156,0,0,0
Graduation,Partner,1,61+,33402.0,60,0,346,0,3,8,6,62,8,70,0,0,0
Master,Partner,1,61+,36408.0,11,0,281,0,1,6,3,19,3,22,0,0,0
Graduation,Partner,1,31-45,21645.0,75,0,664,1,3,9,6,46,19,65,0,0,1
Master,Single,0,61+,78427.0,36,0,613,1,3,3,20,1792,138,1930,1,1,1
Graduation,Partner,0,61+,82657.0,71,0,275,0,1,4,22,2157,126,2283,2,1,0
Graduation,Partner,0,46-60,51876.0,88,0,257,0,1,1,12,304,6,310,0,0,0
2n Cycle,Partner,0,31-45,78041.0,93,0,560,1,1,2,17,1302,17,1319,0,0,0
Graduation,Partner,1,46-60,52852.0,93,0,575,1,4,8,22,832,47,879,1,1,0
PhD,Partner,0,31-45,70038.0,54,0,247,0,1,2,16,1114,130,1244,0,0,0
2n Cycle,Partner,1,31-45,69401.0,41,0,98,0,4,2,13,651,39,690,0,0,0
Graduation,Partner,1,31-45,46053.0,46,0,497,1,3,5,9,184,25,209,0,0,0
Graduation,Partner,0,46-60,77343.0,28,0,20,0,1,1,16,1103,31,1134,0,0,0
Graduation,Single,0,61+,73892.0,40,0,228,0,1,1,22,1464,43,1507,0,0,1
PhD,Single,1,46-60,40304.0,82,0,272,0,1,7,5,54,3,57,0,0,0
PhD,Partner,0,46-60,32727.0,38,0,670,1,2,8,15,459,70,529,0,0,0
Graduation,Partner,0,31-45,68695.0,3,0,4,0,1,2,15,1051,40,1091,0,0,0
Graduation,Single,1,31-45,43300.0,87,0,624,1,3,8,8,149,31,180,0,0,1
Graduation,Partner,1,31-45,26290.0,49,0,533,1,4,6,6,55,22,77,0,0,0
Graduation,Single,0,31-45,93790.0,16,0,137,0,0,2,25,2304,45,2349,3,1,1
PhD,Partner,0,31-45,38410.0,65,0,653,1,2,6,16,520,14,534,0,0,1
Master,Single,1,61+,64866.0,9,0,154,0,4,5,17,546,10,556,1,1,0
Graduation,Partner,1,46-60,57957.0,24,1,314,0,7,3,18,608,29,637,0,0,0
PhD,Partner,1,46-60,46015.0,25,0,77,0,1,7,4,40,6,46,2,1,0
Graduation,Partner,1,31-45,16531.0,43,0,11,0,3,7,6,33,11,44,0,0,0
Master,Partner,1,18-30,28072.0,10,0,356,0,1,7,4,42,5,47,0,0,0
Master,Single,1,46-60,49476.0,29,0,374,1,4,2,18,599,196,795,0,0,0
Graduation,Partner,1,61+,50725.0,45,0,501,1,4,8,17,538,48,586,0,0,0
Graduation,Partner,0,61+,83844.0,57,0,413,1,1,1,19,1383,191,1574,1,1,0
PhD,Partner,1,61+,41145.0,20,0,141,0,1,3,3,12,1,13,0,0,0
Graduation,Partner,1,31-45,67419.0,29,0,529,1,4,5,21,1429,42,1471,0,0,0
2n Cycle,Partner,1,31-45,23162.0,82,0,190,0,3,6,5,43,22,65,0,0,0
Graduation,Partner,1,31-45,34380.0,68,0,423,1,4,8,8,151,24,175,0,0,0
Graduation,Single,1,46-60,34704.0,65,0,428,1,1,5,4,35,5,40,0,0,0
PhD,Partner,1,31-45,94871.0,99,0,666,1,1,7,17,934,144,1078,2,1,1
Graduation,Partner,1,46-60,65148.0,9,0,590,1,2,4,19,962,153,1115,0,0,0
Graduation,Partner,1,46-60,39898.0,20,0,502,1,2,7,7,122,12,134,0,0,0
Master,Single,0,46-60,64857.0,78,0,583,1,1,4,22,1497,43,1540,0,0,0
PhD,Partner,1,31-45,59892.0,26,0,239,0,1,3,6,87,0,87,0,0,0
Master,Single,0,18-30,41020.0,68,0,244,0,1,3,9,181,36,217,0,0,0
PhD,Partner,1,46-60,57072.0,79,0,156,0,2,5,25,1004,30,1034,1,1,0
Graduation,Single,1,31-45,60474.0,25,0,454,1,7,7,24,1010,170,1180,0,0,0
Graduation,Partner,1,46-60,62807.0,83,0,667,1,3,5,20,720,99,819,0,0,0
2n Cycle,Partner,1,31-45,19414.0,32,0,256,0,1,8,4,25,7,32,0,0,0
Graduation,Partner,1,31-45,19107.0,49,0,311,0,2,7,4,30,16,46,0,0,0
2n Cycle,Partner,1,31-45,75484.0,50,0,696,1,2,4,16,1125,34,1159,0,0,0
Master,Single,1,31-45,70379.0,84,0,483,1,3,4,22,852,8,860,0,0,0
Master,Partner,0,31-45,79419.0,96,0,7,0,1,2,14,1600,31,1631,0,0,0
PhD,Partner,1,61+,64014.0,56,0,19,0,7,7,15,436,8,444,1,1,0
Graduation,Partner,1,46-60,76998.0,85,0,534,1,2,6,27,1803,107,1910,1,1,0
Master,Partner,1,31-45,49854.0,63,0,231,0,5,6,13,350,30,380,0,0,0
PhD,Partner,1,31-45,60585.0,17,0,370,1,10,5,20,715,21,736,0,0,1
PhD,Single,1,61+,42873.0,11,0,524,1,4,8,11,254,15,269,0,0,0
Graduation,Partner,0,18-30,87679.0,62,0,337,0,1,4,28,2491,33,2524,3,1,1
Graduation,Partner,1,31-45,57867.0,48,0,271,0,7,6,18,595,17,612,0,0,0
Graduation,Partner,1,18-30,35765.0,86,0,200,0,2,6,6,60,15,75,0,0,0
Graduation,Partner,0,46-60,65492.0,73,0,154,0,2,2,24,998,47,1045,0,0,0
Graduation,Single,1,31-45,32952.0,36,0,210,0,1,7,5,54,1,55,0,0,0
PhD,Partner,1,31-45,53374.0,34,0,682,1,6,9,15,1030,34,1064,1,1,1
Graduation,Partner,1,46-60,71706.0,16,0,593,1,4,5,21,1429,14,1443,0,0,0
Graduation,Partner,0,18-30,68487.0,48,0,532,1,1,4,29,1277,89,1366,0,0,0
Master,Partner,1,31-45,53253.0,61,0,503,1,7,5,12,311,125,436,0,0,0
2n Cycle,Single,1,31-45,31163.0,54,0,136,0,1,6,4,28,10,38,0,0,0
Graduation,Partner,1,31-45,42014.0,56,0,681,1,6,8,14,386,50,436,0,0,1
Master,Partner,1,31-45,54108.0,74,0,601,1,13,8,19,650,97,747,0,0,0
PhD,Single,0,46-60,49667.0,35,0,678,1,2,8,20,1357,39,1396,1,1,1
Master,Partner,0,31-45,63206.0,65,0,101,0,1,2,13,902,26,928,1,1,0
Master,Partner,1,31-45,57136.0,48,0,355,0,9,6,17,550,92,642,0,0,0
2n Cycle,Partner,1,31-45,46772.0,88,0,599,1,6,8,24,991,57,1048,1,1,0
PhD,Partner,0,31-45,78931.0,19,0,247,0,1,1,23,908,35,943,0,0,0
Graduation,Partner,1,46-60,53977.0,21,0,386,1,5,5,22,825,82,907,0,0,0
Graduation,Partner,0,18-30,84219.0,27,0,147,0,1,1,17,1153,45,1198,0,0,0
Master,Single,1,31-45,46098.0,86,0,680,1,4,8,7,84,36,120,0,0,0
Graduation,Partner,1,46-60,73538.0,92,0,581,1,3,7,23,1551,107,1658,0,0,0
Graduation,Partner,0,18-30,79529.0,1,0,63,0,1,2,21,1441,197,1638,0,0,0
2n Cycle,Partner,0,31-45,20981.0,14,0,425,1,1,8,6,43,30,73,0,0,1
Graduation,Single,1,31-45,51766.0,74,0,110,0,2,5,10,224,51,275,0,0,0
Graduation,Partner,1,46-60,55759.0,84,0,578,1,5,8,21,777,77,854,0,0,0
Graduation,Partner,1,31-45,33039.0,4,0,293,0,1,5,6,66,12,78,0,0,0
Master,Partner,1,31-45,37787.0,50,0,282,0,1,8,6,88,18,106,0,0,0
Graduation,Single,1,31-45,27242.0,2,0,595,1,2,9,5,67,39,106,0,0,1
PhD,Single,0,31-45,87188.0,73,0,391,1,1,3,18,1868,55,1923,0,0,1
Graduation,Partner,0,31-45,69930.0,21,0,399,1,1,3,21,1466,196,1662,0,0,0
Graduation,Single,1,31-45,37697.0,82,0,142,0,1,6,6,76,8,84,0,0,0
PhD,Partner,1,31-45,37401.0,14,0,54,0,2,7,5,45,3,48,0,0,0
Graduation,Single,1,31-45,3502.0,56,0,442,1,0,14,0,4,1,5,0,0,0
Graduation,Partner,1,31-45,58597.0,20,0,586,1,12,7,20,712,21,733,0,0,0
PhD,Single,0,61+,82032.0,54,0,85,0,0,1,17,1177,57,1234,0,0,0
Graduation,Partner,1,46-60,28087.0,77,0,565,1,3,7,6,91,21,112,0,0,0
PhD,Single,0,18-30,74004.0,5,0,125,0,1,3,14,1610,48,1658,2,1,1
Graduation,Partner,1,46-60,19740.0,65,0,462,1,2,5,5,35,20,55,0,0,0
2n Cycle,Partner,1,31-45,57036.0,33,0,565,1,4,9,22,1466,47,1513,1,1,0
