Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Days_Since_Enrolled,Years_Since_Enrolled,Age,AgeGroup,Children,MntTotal,AcceptedCmpTotal,NumTotalPurchases,HasChildren,MntRegularProds,HasAcceptedCmp
1958,Master,Single,30523.0,2,1,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,363,0,56,46-60,3,13,0,3,1,8,0
1945,PhD,Partner,70356.0,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,601,1,69,61+,0,1706,0,25,0,1673,0
1984,Graduation,Partner,23228.0,1,0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,175,0,30,18-30,1,121,0,7,1,116,0
1975,PhD,Single,74165.0,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,424,1,39,31-45,0,1293,0,19,0,1281,0
1966,Graduation,Partner,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,228,0,48,46-60,3,88,0,6,1,60,0
1953,Graduation,Single,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,223,0,61,61+,0,421,1,17,0,394,1
1959,Graduation,Single,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,305,0,55,46-60,0,259,1,11,0,257,1
1988,Graduation,Single,66951.0,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,239,0,26,18-30,0,1117,0,14,0,993,0
1957,Graduation,Partner,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,124,0,57,46-60,2,89,0,6,1,69,0
1965,Graduation,Partner,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,69,0,49,46-60,2,36,0,4,1,29,0
1982,Graduation,Partner,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,351,0,32,31-45,1,57,0,5,1,41,0
1970,Graduation,Partner,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,69,0,44,31-45,2,148,0,7,1,121,0
1959,PhD,Partner,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,150,0,55,46-60,2,93,0,6,1,87,0
1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,86,0,47,46-60,1,119,1,6,1,71,1
1975,PhD,Partner,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,655,1,39,31-45,1,1835,0,27,1,1809,0
1948,PhD,Partner,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,560,1,66,61+,0,1318,2,24,0,1207,1
1970,PhD,Partner,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,0,44,31-45,2,45,0,5,1,43,0
1959,Graduation,Partner,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,5,0,55,46-60,3,10,0,3,1,9,0
1951,2n Cycle,Partner,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,210,0,63,61+,0,978,1,24,0,755,1
1976,PhD,Partner,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,49,0,38,31-45,1,191,0,9,1,184,0
1988,2n Cycle,Partner,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,50,0,26,18-30,1,57,0,6,1,48,0
1946,Master,Partner,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,274,0,68,61+,0,1033,0,23,0,892,0
1984,Master,Partner,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,158,0,30,18-30,1,66,0,5,1,54,0
1961,Basic,Partner,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,14,0,53,46-60,0,43,0,5,0,33,0
1983,Graduation,Partner,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,571,1,31,31-45,1,50,0,4,1,43,0
1970,PhD,Single,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,113,0,44,31-45,1,39,0,5,1,37,0
1966,Graduation,Partner,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,331,0,48,46-60,1,608,0,16,1,491,0
1976,Graduation,Partner,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,467,1,38,31-45,0,1581,0,23,0,1566,0
1964,PhD,Partner,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,491,1,50,46-60,2,68,0,5,1,64,0
1978,Basic,Partner,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,658,1,36,31-45,1,80,1,4,1,44,1
1989,PhD,Partner,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,408,1,25,18-30,0,1282,0,27,0,1180,0
1988,Graduation,Partner,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,395,1,26,18-30,1,91,0,6,1,69,0
1973,Graduation,Partner,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,496,1,41,31-45,2,315,0,12,1,303,0
1977,Graduation,Partner,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,182,0,37,31-45,2,31,0,4,1,24,0
1980,Master,Partner,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,47,0,34,31-45,0,834,0,22,0,826,0
1954,Graduation,Partner,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,283,0,60,46-60,0,1600,1,16,0,1549,1
1954,Graduation,Partner,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,528,1,60,46-60,0,1270,0,16,0,1098,0
1973,PhD,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,90,0,41,31-45,2,263,1,9,1,184,1
1952,Graduation,Single,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,0,0,62,61+,1,535,1,16,1,496,1
1968,Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,202,0,46,46-60,0,1295,0,17,0,1203,0
1978,Graduation,Single,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,258,0,36,31-45,1,1150,0,26,1,1096,0
1977,PhD,Partner,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,604,1,37,31-45,0,1240,3,26,0,1182,1
1965,PhD,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,347,0,49,46-60,2,38,0,4,1,35,0
1984,Master,Single,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,596,1,30,18-30,0,35,1,3,0,20,1
1988,Graduation,Partner,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,203,0,26,18-30,1,53,1,4,1,39,1
1963,Master,Single,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,412,1,51,46-60,2,293,0,11,1,272,0
1966,Graduation,Partner,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,21,0,48,46-60,1,65,0,5,1,61,0
1954,Graduation,Single,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,657,1,60,46-60,1,1804,1,24,1,1612,1
1956,Graduation,Partner,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,455,1,58,46-60,1,241,0,10,1,233,0
1954,Graduation,Partner,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,103,0,60,46-60,0,1101,0,19,0,1089,0
1968,PhD,Partner,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,632,1,46,46-60,2,264,0,11,1,254,0
1974,Master,Partner,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,524,1,40,31-45,2,541,0,16,1,497,0
1985,Graduation,Partner,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,421,1,29,18-30,0,1198,0,16,0,1144,0
1977,Graduation,Partner,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,89,0,37,31-45,1,482,0,14,1,393,0
1978,2n Cycle,Single,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,48,0,36,31-45,3,17,0,3,1,16,0
1948,Master,Partner,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,226,0,66,61+,0,1615,2,24,0,1599,1
1954,Master,Single,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,302,0,60,46-60,1,285,0,10,1,219,0
1980,Graduation,Partner,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,592,1,34,31-45,1,1135,0,26,1,1092,0
1988,2n Cycle,Partner,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,79,0,26,18-30,1,114,0,6,1,96,0
1969,Graduation,Partner,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,227,0,45,31-45,0,1047,0,15,0,1037,0
1970,PhD,Partner,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,76,0,44,31-45,2,714,0,20,1,700,0
1980,PhD,Partner,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,540,1,34,31-45,1,185,0,9,1,182,0
1962,Graduation,Single,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,659,1,52,46-60,1,1245,0,27,1,1153,0
1978,Graduation,Partner,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,460,1,36,31-45,1,189,0,8,1,150,0
1976,Graduation,Partner,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,612,1,38,31-45,1,576,0,14,1,394,0
1952,Graduation,Single,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,567,1,62,61+,1,1103,0,15,1,1011,0
1972,PhD,Partner,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,690,1,42,31-45,0,1753,0,16,0,1736,0
1986,PhD,Partner,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,133,0,28,18-30,1,17,0,3,1,17,0
1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,1,48,46-60,2,433,0,14,1,394,0
1962,2n Cycle,Single,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,540,1,52,46-60,1,1588,1,13,1,1561,1
1971,Graduation,Partner,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,410,1,43,31-45,1,22,0,3,1,19,0
1951,Graduation,Single,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,74,0,63,61+,0,19,0,4,0,15,0
1965,PhD,Partner,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,463,1,49,46-60,1,1117,0,26,1,1085,0
1975,2n Cycle,Partner,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,202,0,39,31-45,1,69,0,6,1,48,0
1982,Master,Partner,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,207,0,32,31-45,1,23,0,4,1,22,0
1958,PhD,Single,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,268,0,56,46-60,1,605,0,18,1,594,0
1973,Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,185,0,41,31-45,1,57,0,7,1,37,0
1968,Graduation,Single,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,244,0,46,46-60,0,2088,1,21,0,2068,1
1958,Graduation,Partner,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,553,1,56,46-60,1,1009,0,14,1,971,0
1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,333,0,43,31-45,1,26,0,4,1,25,0
1990,Graduation,Partner,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,213,0,24,18-30,0,1627,1,21,0,1446,1
1958,Graduation,Partner,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,681,1,56,46-60,1,1102,0,24,1,950,0
1964,PhD,Partner,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,24,0,50,46-60,2,17,0,4,1,16,0
1972,Graduation,Partner,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,405,1,42,31-45,1,1690,3,14,1,1610,1
1953,Graduation,Partner,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,536,1,61,61+,1,1390,0,19,1,1313,0
1988,PhD,Partner,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,667,1,26,18-30,0,2126,0,19,0,1954,0
1969,Master,Partner,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,608,1,45,31-45,1,1531,0,21,1,1461,0
1975,Master,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,286,0,39,31-45,1,64,0,5,1,51,0
1985,Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,245,0,29,18-30,1,26,0,4,1,15,0
1974,Graduation,Single,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,450,1,40,31-45,0,1112,4,28,0,964,1
1958,2n Cycle,Partner,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,645,1,56,46-60,0,210,0,9,0,185,0
1967,Graduation,Partner,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,669,1,47,46-60,2,1148,0,21,1,1118,0
1974,PhD,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,624,1,40,31-45,1,33,0,4,1,32,0
1961,PhD,Partner,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,621,1,53,46-60,1,1101,1,16,1,1080,1
1964,Graduation,Single,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,615,1,50,46-60,1,322,0,12,1,310,0
1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,1,50,46-60,2,44,0,6,1,34,0
1957,PhD,Single,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,203,0,57,46-60,3,17,0,3,1,15,0
1979,Graduation,Single,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,627,1,35,31-45,1,31,1,4,1,18,1
1968,PhD,Single,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,403,1,46,46-60,2,845,0,22,1,821,0
1970,Master,Partner,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,12,0,44,31-45,1,275,0,11,1,268,0
1978,PhD,Partner,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,583,1,36,31-45,1,25,0,3,1,20,0
1952,Master,Partner,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,511,1,62,61+,2,275,0,11,1,255,0
1966,Master,Partner,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,472,1,48,46-60,2,90,0,7,1,70,0
1963,Graduation,Partner,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,3,0,51,46-60,0,1495,1,18,0,1254,1
1970,PhD,Partner,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,622,1,44,31-45,2,184,1,7,1,115,1
1970,Graduation,Partner,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,375,1,44,31-45,0,981,0,12,0,865,0
1970,Graduation,Partner,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,268,0,44,31-45,1,67,0,6,1,46,0
1953,Graduation,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,645,1,61,61+,0,1635,0,12,0,1489,0
1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,101,0,31,31-45,1,60,0,7,1,54,0
1975,PhD,Partner,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,145,0,39,31-45,1,231,0,10,1,218,0
1960,Graduation,Partner,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,84,0,54,46-60,2,48,0,6,1,44,0
1963,Graduation,Single,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,508,1,51,46-60,2,99,0,6,1,89,0
1963,PhD,Partner,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,286,0,51,46-60,1,770,0,21,1,763,0
1956,Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,528,1,58,46-60,0,957,0,21,0,795,0
1981,Master,Partner,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,60,0,33,31-45,0,818,0,11,0,803,0
1986,PhD,Single,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,453,1,28,18-30,0,925,1,16,0,871,1
1968,Master,Single,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,1,46,46-60,1,908,0,21,1,777,0
1981,Basic,Partner,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,503,1,33,31-45,1,102,0,7,1,85,0
1976,Graduation,Partner,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,612,1,38,31-45,1,576,0,14,1,394,0
1946,Graduation,Partner,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,667,1,68,61+,0,317,0,11,0,289,0
1974,PhD,Partner,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,120,0,40,31-45,1,461,0,14,1,395,0
1975,Master,Partner,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,73,0,39,31-45,2,37,0,5,1,34,0
1974,Graduation,Partner,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,352,0,40,31-45,1,70,0,6,1,50,0
1952,Graduation,Partner,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,516,1,62,61+,0,930,0,22,0,856,0
1956,Master,Partner,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,537,1,58,46-60,2,859,0,20,1,724,0
1966,Graduation,Single,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,48,0,48,46-60,0,1478,0,21,0,1450,0
1949,Master,Single,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,381,1,65,61+,0,390,0,13,0,339,0
1984,2n Cycle,Partner,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,360,0,30,18-30,0,52,1,4,0,40,1
1969,Graduation,Partner,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,184,0,45,31-45,1,137,0,7,1,123,0
1980,Graduation,Partner,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,606,1,34,31-45,0,1919,1,18,0,1716,1
1971,Graduation,Partner,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,165,0,43,31-45,2,68,0,6,1,55,0
1965,Graduation,Partner,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,474,1,49,46-60,2,25,0,3,1,17,0
1952,Master,Partner,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,675,1,62,61+,1,1374,2,20,1,1334,1
1988,2n Cycle,Single,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,479,1,26,18-30,1,32,0,4,1,24,0
1986,Master,Partner,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,532,1,28,18-30,1,100,0,6,1,89,0
1982,Graduation,Single,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,533,1,32,31-45,0,825,0,11,0,787,0
1965,PhD,Single,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,104,0,49,46-60,1,916,1,23,1,881,1
1958,Graduation,Single,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,74,0,56,46-60,2,62,0,7,1,52,0
1956,2n Cycle,Partner,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,260,0,58,46-60,1,728,0,20,1,700,0
1978,PhD,Partner,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,120,0,36,31-45,1,90,0,6,1,90,0
1988,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,77,0,26,18-30,1,273,0,10,1,221,0
1984,Graduation,Partner,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,184,0,30,18-30,1,66,0,7,1,41,0
1961,Master,Partner,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,458,1,53,46-60,0,1213,1,22,0,1150,1
1966,Graduation,Single,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,649,1,48,46-60,0,107,0,6,0,92,0
1947,Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,116,0,67,61+,0,1157,1,17,0,1146,1
1964,Master,Partner,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,292,0,50,46-60,1,546,1,17,1,536,1
1992,Master,Partner,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,428,1,22,18-30,0,241,0,10,0,226,0
1976,Graduation,Single,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,162,0,38,31-45,1,53,0,7,1,36,0
1967,Graduation,Partner,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,244,0,47,46-60,3,37,0,5,1,35,0
1976,Master,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,508,1,38,31-45,0,1508,0,22,0,1494,0
1966,Graduation,Partner,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,194,0,48,46-60,2,235,0,10,1,218,0
1956,Master,Partner,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,110,0,58,46-60,2,32,0,5,1,31,0
